HEADER,fixture,sample,sourceNodes,targetNodes,rootMicroticks,persistentMicroticks,rootMutations,persistentMutationRow,address
ROW,initial_empty,74,88613,88657,2841,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLL
ROW,initial_empty,75,88657,88801,3304,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRL
ROW,initial_empty,76,88801,88845,6326,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRL
ROW,initial_empty,77,88845,88989,7654,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLR
ROW,initial_empty,78,88989,89033,7348,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRRL
ROW,initial_empty,79,89033,89177,8679,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRR
ROW,initial_empty,80,89177,89221,7950,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRLRRRL
ROW,initial_empty,81,89221,89269,9937,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRLRRRL
ROW,initial_empty,82,89269,89413,11566,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRLRRR
ROW,initial_empty,83,89413,89557,12048,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRLRRRL
ROW,initial_empty,84,89557,89797,11349,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRLRRR
ROW,initial_empty,85,89797,90617,14089,396,1,emptyResponse_pc0_phase0_emptytrue,RLRLRLRR
ROW,initial_empty,86,90617,91437,2263,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLRRL
ROW,initial_empty,87,91437,92257,2377,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLRLRRLL
ROW,initial_empty,88,92257,93077,6677,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLRLRRLLR
ROW,initial_empty,89,93077,93897,6893,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLRLRRLLRR
ROW,initial_empty,90,93897,94717,7027,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLRLRRLLRRL
ROW,initial_empty,91,94717,95537,5109,12,1,markEmpty_pc3_phase0_emptytrue,RLRLRLRRLLL
ROW,initial_empty,92,95537,102289,7871,55,1,emptyResponse_pc0_phase0_emptytrue,RLRLRLR
ROW,initial_empty,93,102289,109041,2165,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLRL
ROW,initial_empty,94,109041,115793,2279,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLRLRLL
ROW,initial_empty,95,115793,122545,4930,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLRLRLLR
ROW,initial_empty,96,122545,129297,5146,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLRLRLLRR
ROW,initial_empty,97,129297,136049,5280,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLRLRLLRRL
ROW,initial_empty,98,136049,142801,4992,12,1,markEmpty_pc3_phase0_emptytrue,RLRLRLRLLL
ROW,initial_empty,99,142801,197009,7197,55,1,emptyResponse_pc0_phase0_emptytrue,RLRLRL
ROW,initial_empty,100,197009,251217,2113,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLL
ROW,initial_empty,101,251217,305425,2307,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLRLLL
ROW,initial_empty,102,305425,359633,3604,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLRLLLR
ROW,initial_empty,103,359633,413841,3820,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLRLLLRR
ROW,initial_empty,104,413841,468049,3954,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLRLLLRRL
ROW,initial_empty,105,468049,522257,4718,12,1,markEmpty_pc3_phase0_emptytrue,RLRLRLLLL
ROW,initial_empty,106,522257,522301,4203,28,1,handoff_emptytrue,RLRLRLRL
ROW,initial_empty,107,522301,522345,3355,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLL
ROW,initial_empty,108,522345,522465,3818,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRL
ROW,initial_empty,109,522465,522509,6840,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLRL
ROW,initial_empty,110,522509,522629,8168,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRLR
ROW,initial_empty,111,522629,522673,7862,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLRRL
ROW,initial_empty,112,522673,522793,9193,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRLRR
ROW,initial_empty,113,522793,522837,8464,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRLRLRRRL
ROW,initial_empty,114,522837,522885,10451,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRLRLRRRL
ROW,initial_empty,115,522885,523005,12080,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRLRLRRR
ROW,initial_empty,116,523005,523125,12562,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRLRLRRRL
ROW,initial_empty,117,523125,523341,11863,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRLRLRRR
ROW,initial_empty,118,523341,524065,14675,396,1,emptyResponse_pc0_phase0_emptytrue,RLRLRLRLRR
ROW,initial_empty,119,524065,524789,2777,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLRLRRL
PASS,initial_empty,samples=120,rootTicks=641708,persistentTicks=3902,maxRootTicks=14675,maxTermSize=524789
FIXTURE,single_false,samples=120,rootCap=1000000,persistentCap=100000,termCap=1000000
ROW,single_false,0,81,89,1130,50,1,clockZero_pc0_phase0_emptyfalse,L
ROW,single_false,1,89,101,1120,103,1,clockPositive_pc0_phase0_emptyfalse,L
ROW,single_false,2,101,113,1875,49,1,clockZero_pc0_phase0_emptyfalse,LR
ROW,single_false,3,113,173,1861,84,1,clockLaunch,
ROW,single_false,4,173,233,1133,26,1,fuelPositive_pc1_phase0_emptyfalse,L
ROW,single_false,5,233,329,1600,2,1,fuelPositive_pc3_phase0_emptyfalse,
ROW,single_false,6,329,389,4232,58,1,fuelZero_pc1_phase0_emptyfalse,RL
ROW,single_false,7,389,453,6219,3,1,fuelZero_pc4_phase0_emptyfalse,RL
ROW,single_false,8,453,549,7815,2,1,fuelZero_pc6_phase0_emptyfalse,R
ROW,single_false,9,549,645,8318,2,1,fuelZero_pc8_phase0_emptyfalse,RL
ROW,single_false,10,645,869,7598,2,1,fuelZero_pc10_phase0_emptyfalse,R
ROW,single_false,11,869,869,10284,232,1,C4_bitfalse_phase0,RLRLLRRR
ROW,single_false,12,869,1577,9667,286,1,normalResponse_pc0_phase0_emptyfalse,
ROW,single_false,13,1577,2285,411,2,1,normalResponse_pc2_phase0_emptyfalse,L
ROW,single_false,14,2285,2993,609,4,1,normalResponse_pc6_phase0_emptyfalse,LL
ROW,single_false,15,2993,3701,2703,2,1,normalResponse_pc8_phase0_emptyfalse,LLR
ROW,single_false,16,3701,4409,2919,2,1,normalResponse_pc10_phase0_emptyfalse,LLRR
ROW,single_false,17,4409,5117,3053,2,1,normalResponse_pc12_phase0_emptyfalse,LLRRL
ROW,single_false,18,5117,5825,3053,13,1,markNormal_pc3_phase0_emptyfalse,LLL
ROW,single_false,19,5825,5841,1800,64,1,clockPositive_pc0_phase0_emptyfalse,RLL
ROW,single_false,20,5841,5857,2578,22,1,clockPositive_pc0_phase0_emptyfalse,RLLR
ROW,single_false,21,5857,5873,2625,49,1,clockZero_pc0_phase0_emptyfalse,RLLRR
ROW,single_false,22,5873,5933,2601,101,1,clockLaunch,RL
ROW,single_false,23,5933,5993,1813,26,1,fuelPositive_pc1_phase0_emptyfalse,RLL
ROW,single_false,24,5993,6117,2276,2,1,fuelPositive_pc3_phase0_emptyfalse,RL
ROW,single_false,25,6117,6177,5298,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRL
ROW,single_false,26,6177,6301,6629,2,1,fuelPositive_pc3_phase0_emptyfalse,RLR
ROW,single_false,27,6301,6361,5900,58,1,fuelZero_pc1_phase0_emptyfalse,RLRRL
ROW,single_false,28,6361,6425,7887,3,1,fuelZero_pc4_phase0_emptyfalse,RLRRL
ROW,single_false,29,6425,6549,9516,2,1,fuelZero_pc6_phase0_emptyfalse,RLRR
ROW,single_false,30,6549,6673,9998,2,1,fuelZero_pc8_phase0_emptyfalse,RLRRL
ROW,single_false,31,6673,6925,9299,2,1,fuelZero_pc10_phase0_emptyfalse,RLRR
ROW,single_false,32,6925,6925,12227,232,1,C4_bitfalse_phase0,RLRRLRLLRRR
ROW,single_false,33,6925,7745,11610,286,1,normalResponse_pc0_phase0_emptyfalse,RLR
ROW,single_false,34,7745,8565,1137,2,1,normalResponse_pc2_phase0_emptyfalse,RLRL
ROW,single_false,35,8565,9385,1251,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLL
ROW,single_false,36,9385,10205,4733,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLLR
ROW,single_false,37,10205,11025,4949,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLLRR
ROW,single_false,38,11025,11845,5083,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLLRRL
ROW,single_false,39,11845,12665,7765,13,1,markNormal_pc3_phase0_emptyfalse,RLRLLL
ROW,single_false,40,12665,19413,6481,951,1,emptyResponse_pc0_phase0_emptytrue,RL
ROW,single_false,41,19413,26161,1085,2,1,emptyResponse_pc2_phase0_emptytrue,RLL
ROW,single_false,42,26161,32909,1279,4,1,emptyResponse_pc6_phase0_emptytrue,RLLL
ROW,single_false,43,32909,39657,2576,2,1,emptyResponse_pc8_phase0_emptytrue,RLLLR
ROW,single_false,44,39657,46405,2792,2,1,emptyResponse_pc10_phase0_emptytrue,RLLLRR
ROW,single_false,45,46405,53153,2926,2,1,emptyResponse_pc12_phase0_emptytrue,RLLLRRL
ROW,single_false,46,53153,59901,3976,12,1,markEmpty_pc3_phase0_emptytrue,RLLLL
ROW,single_false,47,59901,59961,3081,28,1,handoff_emptytrue,RLRL
ROW,single_false,48,59961,60021,2327,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLL
ROW,single_false,49,60021,60125,2757,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRL
ROW,single_false,50,60125,60185,5812,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRL
ROW,single_false,51,60185,60289,7110,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLR
ROW,single_false,52,60289,60349,6414,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRRL
ROW,single_false,53,60349,60413,8401,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRRL
ROW,single_false,54,60413,60517,9997,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRR
ROW,single_false,55,60517,60621,10500,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRRL
ROW,single_false,56,60621,60853,9780,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRR
ROW,single_false,57,60853,60853,12638,232,1,C4_bitfalse_phase0,RLRLRRLRLLRRR
ROW,single_false,58,60853,61593,12021,286,1,normalResponse_pc0_phase0_emptyfalse,RLRLR
ROW,single_false,59,61593,62333,1651,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRL
ROW,single_false,60,62333,63073,1765,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLL
ROW,single_false,61,63073,63813,5207,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLLR
ROW,single_false,62,63813,64553,5423,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLLRR
ROW,single_false,63,64553,65293,5557,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLLRRL
ROW,single_false,64,65293,66033,7906,13,1,markNormal_pc3_phase0_emptyfalse,RLRLRLLL
ROW,single_false,65,66033,72121,6539,951,1,emptyResponse_pc0_phase0_emptytrue,RLRL
ROW,single_false,66,72121,78209,1599,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLL
ROW,single_false,67,78209,84297,1793,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLLL
ROW,single_false,68,84297,90385,3090,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLLLR
ROW,single_false,69,90385,96473,3306,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLLLRR
ROW,single_false,70,96473,102561,3440,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLLLRRL
ROW,single_false,71,102561,108649,4115,12,1,markEmpty_pc3_phase0_emptytrue,RLRLLLL
ROW,single_false,72,108649,108669,2828,64,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLL
ROW,single_false,73,108669,108689,3666,22,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLLR
ROW,single_false,74,108689,108709,3713,22,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLLRR
ROW,single_false,75,108709,108729,3754,49,1,clockZero_pc0_phase0_emptyfalse,RLRLRLLRRR
ROW,single_false,76,108729,108789,3717,118,1,clockLaunch,RLRLRL
ROW,single_false,77,108789,108849,2841,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLL
ROW,single_false,78,108849,109009,3304,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRL
ROW,single_false,79,109009,109069,6326,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRL
ROW,single_false,80,109069,109229,7654,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLR
ROW,single_false,81,109229,109289,7348,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRRL
ROW,single_false,82,109289,109449,8679,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRR
ROW,single_false,83,109449,109509,7950,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRLRRRL
ROW,single_false,84,109509,109573,9937,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRLRRRL
ROW,single_false,85,109573,109733,11566,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRLRRR
ROW,single_false,86,109733,109893,12048,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRLRRRL
ROW,single_false,87,109893,110181,11349,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRLRRR
ROW,single_false,88,110181,110181,14205,232,1,C4_bitfalse_phase0,RLRLRLRRRLRLLRRR
ROW,single_false,89,110181,111145,13588,286,1,normalResponse_pc0_phase0_emptyfalse,RLRLRLRR
ROW,single_false,90,111145,112109,2263,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRLRRL
ROW,single_false,91,112109,113073,2377,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLRRLL
ROW,single_false,92,113073,114037,6765,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLRRLLR
ROW,single_false,93,114037,115001,6981,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLRRLLRR
ROW,single_false,94,115001,115965,7115,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLRRLLRRL
ROW,single_false,95,115965,116929,8402,13,1,markNormal_pc3_phase0_emptyfalse,RLRLRLRRLLL
ROW,single_false,96,116929,124865,7871,951,1,emptyResponse_pc0_phase0_emptytrue,RLRLRLR
ROW,single_false,97,124865,132801,2165,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLRL
ROW,single_false,98,132801,140737,2279,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLRLRLL
ROW,single_false,99,140737,148673,4930,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLRLRLLR
ROW,single_false,100,148673,156609,5146,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLRLRLLRR
ROW,single_false,101,156609,164545,5280,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLRLRLLRRL
ROW,single_false,102,164545,172481,5312,12,1,markEmpty_pc3_phase0_emptytrue,RLRLRLRLLL
ROW,single_false,103,172481,236193,7197,55,1,emptyResponse_pc0_phase0_emptytrue,RLRLRL
ROW,single_false,104,236193,299905,2113,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLL
ROW,single_false,105,299905,363617,2307,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLRLLL
ROW,single_false,106,363617,427329,3604,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLRLLLR
ROW,single_false,107,427329,491041,3820,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLRLLLRR
ROW,single_false,108,491041,554753,3954,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLRLLLRRL
ROW,single_false,109,554753,618465,5038,12,1,markEmpty_pc3_phase0_emptytrue,RLRLRLLLL
ROW,single_false,110,618465,618525,4203,28,1,handoff_emptytrue,RLRLRLRL
ROW,single_false,111,618525,618585,3355,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLL
ROW,single_false,112,618585,618721,3818,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRL
ROW,single_false,113,618721,618781,6840,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLRL
ROW,single_false,114,618781,618917,8168,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRLR
ROW,single_false,115,618917,618977,7862,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLRRL
ROW,single_false,116,618977,619113,9193,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRLRR
ROW,single_false,117,619113,619173,8464,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRLRLRRRL
ROW,single_false,118,619173,619237,10451,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRLRLRRRL
ROW,single_false,119,619237,619373,12080,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRLRLRRR
PASS,single_false,samples=120,rootTicks=659745,persistentTicks=6680,maxRootTicks=14205,maxTermSize=619373
FIXTURE,true_empty_appendant,samples=120,rootCap=1000000,persistentCap=100000,termCap=1000000
ROW,true_empty_appendant,0,83,91,1130,50,1,clockZero_pc0_phase0_emptyfalse,L
ROW,true_empty_appendant,1,91,103,1120,103,1,clockPositive_pc0_phase0_emptyfalse,L
ROW,true_empty_appendant,2,103,115,1875,49,1,clockZero_pc0_phase0_emptyfalse,LR
ROW,true_empty_appendant,3,115,177,1861,84,1,clockLaunch,
ROW,true_empty_appendant,4,177,239,1133,26,1,fuelPositive_pc1_phase0_emptyfalse,L
ROW,true_empty_appendant,5,239,337,1600,2,1,fuelPositive_pc3_phase0_emptyfalse,
ROW,true_empty_appendant,6,337,399,4232,58,1,fuelZero_pc1_phase0_emptyfalse,RL
ROW,true_empty_appendant,7,399,465,6219,3,1,fuelZero_pc4_phase0_emptyfalse,RL
ROW,true_empty_appendant,8,465,563,7815,2,1,fuelZero_pc6_phase0_emptyfalse,R
ROW,true_empty_appendant,9,563,661,8318,2,1,fuelZero_pc8_phase0_emptyfalse,RL
ROW,true_empty_appendant,10,661,891,7598,2,1,fuelZero_pc10_phase0_emptyfalse,R
ROW,true_empty_appendant,11,891,891,10445,296,1,C4_bittrue_phase0,RLRLLRRR
ROW,true_empty_appendant,12,891,1617,9763,286,1,normalResponse_pc0_phase0_emptyfalse,
ROW,true_empty_appendant,13,1617,2343,411,2,1,normalResponse_pc2_phase0_emptyfalse,L
ROW,true_empty_appendant,14,2343,3069,609,4,1,normalResponse_pc6_phase0_emptyfalse,LL
ROW,true_empty_appendant,15,3069,3795,2734,2,1,normalResponse_pc8_phase0_emptyfalse,LLR
ROW,true_empty_appendant,16,3795,4521,2950,2,1,normalResponse_pc10_phase0_emptyfalse,LLRR
ROW,true_empty_appendant,17,4521,5247,3084,2,1,normalResponse_pc12_phase0_emptyfalse,LLRRR
ROW,true_empty_appendant,18,5247,5973,3577,13,1,markNormal_pc3_phase0_emptyfalse,LLL
ROW,true_empty_appendant,19,5973,5989,2044,64,1,clockPositive_pc0_phase0_emptyfalse,RLL
ROW,true_empty_appendant,20,5989,6005,2822,22,1,clockPositive_pc0_phase0_emptyfalse,RLLR
ROW,true_empty_appendant,21,6005,6021,2869,49,1,clockZero_pc0_phase0_emptyfalse,RLLRR
ROW,true_empty_appendant,22,6021,6083,2845,101,1,clockLaunch,RL
ROW,true_empty_appendant,23,6083,6145,2057,26,1,fuelPositive_pc1_phase0_emptyfalse,RLL
ROW,true_empty_appendant,24,6145,6271,2520,2,1,fuelPositive_pc3_phase0_emptyfalse,RL
ROW,true_empty_appendant,25,6271,6333,5542,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRL
ROW,true_empty_appendant,26,6333,6459,6873,2,1,fuelPositive_pc3_phase0_emptyfalse,RLR
ROW,true_empty_appendant,27,6459,6521,6144,58,1,fuelZero_pc1_phase0_emptyfalse,RLRRL
ROW,true_empty_appendant,28,6521,6587,8131,3,1,fuelZero_pc4_phase0_emptyfalse,RLRRL
ROW,true_empty_appendant,29,6587,6713,9760,2,1,fuelZero_pc6_phase0_emptyfalse,RLRR
ROW,true_empty_appendant,30,6713,6839,10242,2,1,fuelZero_pc8_phase0_emptyfalse,RLRRL
ROW,true_empty_appendant,31,6839,7097,9543,2,1,fuelZero_pc10_phase0_emptyfalse,RLRR
ROW,true_empty_appendant,32,7097,7097,12632,296,1,C4_bittrue_phase0,RLRRLRLLRRR
ROW,true_empty_appendant,33,7097,7935,11950,286,1,normalResponse_pc0_phase0_emptyfalse,RLR
ROW,true_empty_appendant,34,7935,8773,1381,2,1,normalResponse_pc2_phase0_emptyfalse,RLRL
ROW,true_empty_appendant,35,8773,9611,1495,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLL
ROW,true_empty_appendant,36,9611,10449,5008,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLLR
ROW,true_empty_appendant,37,10449,11287,5224,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLLRR
ROW,true_empty_appendant,38,11287,12125,5358,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLLRRR
ROW,true_empty_appendant,39,12125,12963,8883,13,1,markNormal_pc3_phase0_emptyfalse,RLRLLL
ROW,true_empty_appendant,40,12963,19859,7192,999,1,emptyResponse_pc0_phase0_emptytrue,RL
ROW,true_empty_appendant,41,19859,26755,1329,2,1,emptyResponse_pc2_phase0_emptytrue,RLL
ROW,true_empty_appendant,42,26755,33651,1523,4,1,emptyResponse_pc6_phase0_emptytrue,RLLL
ROW,true_empty_appendant,43,33651,40547,2943,2,1,emptyResponse_pc8_phase0_emptytrue,RLLLR
ROW,true_empty_appendant,44,40547,47443,3159,2,1,emptyResponse_pc10_phase0_emptytrue,RLLLRR
ROW,true_empty_appendant,45,47443,54339,3293,2,1,emptyResponse_pc12_phase0_emptytrue,RLLLRRL
ROW,true_empty_appendant,46,54339,61235,4311,12,1,markEmpty_pc3_phase0_emptytrue,RLLLL
ROW,true_empty_appendant,47,61235,61297,3264,28,1,handoff_emptytrue,RLRL
ROW,true_empty_appendant,48,61297,61359,2510,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLL
ROW,true_empty_appendant,49,61359,61465,2940,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRL
ROW,true_empty_appendant,50,61465,61527,5995,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRL
ROW,true_empty_appendant,51,61527,61633,7293,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLR
ROW,true_empty_appendant,52,61633,61695,6597,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRRL
ROW,true_empty_appendant,53,61695,61761,8584,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRRL
ROW,true_empty_appendant,54,61761,61867,10180,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRR
ROW,true_empty_appendant,55,61867,61973,10683,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRRL
ROW,true_empty_appendant,56,61973,62211,9963,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRR
ROW,true_empty_appendant,57,62211,62211,12982,296,1,C4_bittrue_phase0,RLRLRRLRLLRRR
ROW,true_empty_appendant,58,62211,62969,12300,286,1,normalResponse_pc0_phase0_emptyfalse,RLRLR
ROW,true_empty_appendant,59,62969,63727,1834,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRL
ROW,true_empty_appendant,60,63727,64485,1948,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLL
ROW,true_empty_appendant,61,64485,65243,5421,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLLR
ROW,true_empty_appendant,62,65243,66001,5637,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLLRR
ROW,true_empty_appendant,63,66001,66759,5771,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLLRRR
ROW,true_empty_appendant,64,66759,67517,9024,13,1,markNormal_pc3_phase0_emptyfalse,RLRLRLLL
ROW,true_empty_appendant,65,67517,73753,7250,999,1,emptyResponse_pc0_phase0_emptytrue,RLRL
ROW,true_empty_appendant,66,73753,79989,1782,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLL
ROW,true_empty_appendant,67,79989,86225,1976,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLLL
ROW,true_empty_appendant,68,86225,92461,3396,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLLLR
ROW,true_empty_appendant,69,92461,98697,3612,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLLLRR
ROW,true_empty_appendant,70,98697,104933,3746,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLLLRRL
ROW,true_empty_appendant,71,104933,111169,4450,12,1,markEmpty_pc3_phase0_emptytrue,RLRLLLL
ROW,true_empty_appendant,72,111169,111189,3011,64,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLL
ROW,true_empty_appendant,73,111189,111209,3849,22,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLLR
ROW,true_empty_appendant,74,111209,111229,3896,22,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLLRR
ROW,true_empty_appendant,75,111229,111249,3937,49,1,clockZero_pc0_phase0_emptyfalse,RLRLRLLRRR
ROW,true_empty_appendant,76,111249,111311,3900,118,1,clockLaunch,RLRLRL
ROW,true_empty_appendant,77,111311,111373,3024,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLL
ROW,true_empty_appendant,78,111373,111535,3487,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRL
ROW,true_empty_appendant,79,111535,111597,6509,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRL
ROW,true_empty_appendant,80,111597,111759,7837,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLR
ROW,true_empty_appendant,81,111759,111821,7531,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRRL
ROW,true_empty_appendant,82,111821,111983,8862,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRR
ROW,true_empty_appendant,83,111983,112045,8133,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRLRRRL
ROW,true_empty_appendant,84,112045,112111,10120,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRLRRRL
ROW,true_empty_appendant,85,112111,112273,11749,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRLRRR
ROW,true_empty_appendant,86,112273,112435,12231,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRLRRRL
ROW,true_empty_appendant,87,112435,112729,11532,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRLRRR
ROW,true_empty_appendant,88,112729,112729,14549,296,1,C4_bittrue_phase0,RLRLRLRRRLRLLRRR
ROW,true_empty_appendant,89,112729,113711,13867,286,1,normalResponse_pc0_phase0_emptyfalse,RLRLRLRR
ROW,true_empty_appendant,90,113711,114693,2446,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRLRRL
ROW,true_empty_appendant,91,114693,115675,2560,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLRRLL
ROW,true_empty_appendant,92,115675,116657,6979,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLRRLLR
