HEADER,fixture,index,sourceNodes,syntacticRedexes,haltTag,microticks,mutations,address
ROW,period1_empty,65,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,471,0,
ROW,period1_empty,66,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,67,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,68,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,69,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,456,1,RRR
ROW,period1_empty,70,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,71,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,72,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,73,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,451,1,RR
ROW,period1_empty,74,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,75,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,76,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,451,1,RR
ROW,period1_empty,77,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,451,1,RR
ROW,period1_empty,78,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,458,1,RRL
ROW,period1_empty,79,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,80,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,81,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,82,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,83,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,459,1,RR
ROW,period1_empty,84,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,85,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,86,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,87,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,88,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,89,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,90,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,91,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,92,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,453,1,RL
ROW,period1_empty,93,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,473,0,
ROW,period1_empty,94,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,95,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,96,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,475,0,
ROW,period1_empty,97,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,456,1,RLR
ROW,period1_empty,98,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,99,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,100,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,101,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,453,1,RL
ROW,period1_empty,102,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,103,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,446,1,R
ROW,period1_empty,104,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,453,1,RL
ROW,period1_empty,105,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,453,1,RL
ROW,period1_empty,106,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,460,1,RLL
ROW,period1_empty,107,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,742,0,
ROW,period1_empty,108,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,744,0,
ROW,period1_empty,109,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,744,0,
ROW,period1_empty,110,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,744,0,
ROW,period1_empty,111,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,728,1,RR
ROW,period1_empty,112,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,744,0,
ROW,period1_empty,113,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,746,0,
ROW,period1_empty,114,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,744,0,
ROW,period1_empty,115,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,723,1,R
ROW,period1_empty,116,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,744,0,
ROW,period1_empty,117,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,746,0,
ROW,period1_empty,118,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,723,1,R
ROW,period1_empty,119,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,723,1,R
ROW,period1_empty,120,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,730,1,RL
ROW,period1_empty,121,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,745,0,
ROW,period1_empty,122,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,123,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,124,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,125,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,732,1,R
ROW,period1_empty,126,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1187,1,
ROW,period1_empty,127,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1187,1,
ROW,period1_empty,128,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1214,1,
ROW,period1_empty,129,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1214,1,
ROW,period1_empty,130,13,2,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1274,1,
ROW,period1_empty,131,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,745,0,
ROW,period1_empty,132,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,133,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,750,0,
ROW,period1_empty,134,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,752,0,
ROW,period1_empty,135,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1193,1,
ROW,period1_empty,136,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1220,1,
ROW,period1_empty,137,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1340,1,
ROW,period1_empty,138,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1367,1,
ROW,period1_empty,139,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1105,1,L
ROW,period1_empty,140,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1105,1,L
ROW,period1_empty,141,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,745,0,
ROW,period1_empty,142,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,143,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,750,0,
ROW,period1_empty,144,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,750,0,
ROW,period1_empty,145,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,732,1,LR
ROW,period1_empty,146,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1193,1,
ROW,period1_empty,147,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1202,1,
ROW,period1_empty,148,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1346,1,
ROW,period1_empty,149,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1114,1,L
ROW,period1_empty,150,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1343,1,
ROW,period1_empty,151,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1646,1,
ROW,period1_empty,152,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1117,1,L
ROW,period1_empty,153,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1112,1,L
ROW,period1_empty,154,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1247,1,LL
ROW,period1_empty,155,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,745,0,
ROW,period1_empty,156,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,157,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,158,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,747,0,
ROW,period1_empty,159,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,728,1,LRR
ROW,period1_empty,160,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,750,0,
ROW,period1_empty,161,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,752,0,
ROW,period1_empty,162,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,750,0,
ROW,period1_empty,163,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,732,1,LR
ROW,period1_empty,164,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,750,0,
ROW,period1_empty,165,13,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,752,0,
ROW,period1_empty,166,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,732,1,LR
ROW,period1_empty,167,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,735,1,LR
ROW,period1_empty,168,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,736,1,LRL
ROW,period1_empty,169,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1166,1,
ROW,period1_empty,170,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1166,1,
ROW,period1_empty,171,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1175,1,
ROW,period1_empty,172,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1178,1,
ROW,period1_empty,173,13,2,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1178,1,
ROW,period1_empty,174,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1319,1,
ROW,period1_empty,175,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1328,1,
ROW,period1_empty,176,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1117,1,L
ROW,period1_empty,177,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1114,1,L
ROW,period1_empty,178,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1322,1,
ROW,period1_empty,179,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1625,1,
ROW,period1_empty,180,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1126,1,L
ROW,period1_empty,181,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1115,1,L
ROW,period1_empty,182,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1250,1,LL
ROW,period1_empty,183,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1316,1,
ROW,period1_empty,184,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1322,1,
ROW,period1_empty,185,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1631,1,
ROW,period1_empty,186,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1751,1,
ROW,period1_empty,187,13,2,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1457,1,
ROW,period1_empty,188,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1123,1,L
ROW,period1_empty,189,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1111,1,L
ROW,period1_empty,190,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1121,1,L
ROW,period1_empty,191,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1247,1,LL
ROW,period1_empty,192,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1109,1,L
ROW,period1_empty,193,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1124,1,L
ROW,period1_empty,194,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1289,1,LL
ROW,period1_empty,195,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1256,1,LL
ROW,period1_empty,196,13,1,PureSFormal.Research.RootResetSelectorContract.HaltKind.redex,1256,1,LLL
PASS,period1_empty,terms=197,normal=89,redex=108,microticks=160625,maxMicroticks=1751
FIXTURE,period2_mixed,terms=197,maxNodes=13,microtickCap=1000000
ROW,period2_mixed,0,1,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,205,0,
ROW,period2_mixed,1,3,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,593,0,
ROW,period2_mixed,2,5,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,599,0,
ROW,period2_mixed,3,5,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,984,0,
ROW,period2_mixed,4,7,0,PureSFormal.Research.RootResetSelectorContract.HaltKind.nf,605,0,
